Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2014-02-12,YESBANK,EQ,306.3,309.0,311.95,302.1,302.9,303.1,307.22,5256338,161483418095000.0,58274.0,1822528,0.3467
2014-02-13,YESBANK,EQ,303.1,305.0,305.5,294.1,294.15,294.85,298.1,4979395,148435113020000.0,76402.0,2059115,0.41350000000000003
2014-02-14,YESBANK,EQ,294.85,299.0,302.0,294.15,301.3,300.65,298.04,3547203,105720779660000.0,50347.0,654561,0.1845
2014-02-17,YESBANK,EQ,300.65,302.4,307.0,297.05,306.45,305.15,302.21,5222981,157845067785000.0,60556.0,2129615,0.40770000000000006
2014-02-18,YESBANK,EQ,305.15,306.0,311.0,303.8,307.0,307.7,308.74,5565541,171831264225000.0,63031.0,2417908,0.4344
2014-02-19,YESBANK,EQ,307.7,309.9,310.5,305.0,307.2,306.95,307.77,3611893,111162366915000.02,57266.0,1290015,0.3572
2014-02-20,YESBANK,EQ,306.95,304.5,306.4,301.3,301.8,301.9,303.42,3717265,112789908380000.0,39069.0,1667044,0.4485
2014-02-21,YESBANK,EQ,301.9,302.05,307.5,302.05,306.0,306.2,305.82,2259243,69092164835000.0,40818.0,783504,0.3468
2014-02-24,YESBANK,EQ,306.2,306.0,306.5,301.2,303.8,303.9,303.82,3111080,94521698085000.0,38462.0,1189865,0.3825
2014-02-25,YESBANK,EQ,303.9,306.2,306.9,301.55,301.8,302.25,303.39,2577296,78191891085000.0,34017.0,924423,0.35869999999999996
2014-02-26,YESBANK,EQ,302.25,302.2,305.9,301.5,303.1,302.5,303.48,3244677,98469308015000.0,41748.0,1427506,0.44
2014-02-28,YESBANK,EQ,302.5,305.3,306.5,302.2,304.25,304.95,304.42,3176477,96698879315000.0,45714.0,1120743,0.3528
2014-03-03,YESBANK,EQ,304.95,302.35,312.45,301.55,302.7,302.75,307.09,4736505,145455186770000.0,64165.0,1134927,0.2396
2014-03-04,YESBANK,EQ,302.75,304.35,322.8,303.6,321.0,320.45,314.5,9359948,294368063800000.0,91895.0,3952982,0.42229999999999995
2014-03-05,YESBANK,EQ,320.45,324.7,335.0,319.65,331.1,331.45,327.95,12142895,398224663530000.0,126231.0,3357319,0.27649999999999997
2014-03-06,YESBANK,EQ,331.45,334.0,347.4,331.1,345.85,345.8,339.76,9432375,320471493390000.0,166283.0,3718185,0.39420000000000005
2014-03-07,YESBANK,EQ,345.8,347.4,378.9,347.0,376.45,375.9,367.55,17873525,656938076575000.0,196696.0,5357835,0.2998
2014-03-10,YESBANK,EQ,375.9,372.0,389.5,370.0,380.85,381.9,381.68,12733709,486016003650000.0,127968.0,3032630,0.2382
2014-03-11,YESBANK,EQ,381.9,382.9,387.4,366.4,371.4,371.25,374.38,10118114,378801951110000.0,108724.0,2398896,0.2371
2014-03-12,YESBANK,EQ,371.25,370.0,373.3,360.9,364.15,364.75,366.46,8389324,307432789720000.0,114928.0,2461450,0.2934
2014-03-13,YESBANK,EQ,364.75,368.1,378.0,356.1,360.45,361.35,371.03,7295198,270675851294999.97,103289.0,2376868,0.3258
2014-03-14,YESBANK,EQ,361.35,355.8,357.8,350.3,355.3,355.85,353.87,7363444,260569417290000.0,90973.0,2884498,0.39170000000000005
2014-03-18,YESBANK,EQ,355.85,359.5,367.35,359.1,363.4,363.7,363.97,5434945,197813851655000.0,79893.0,1742884,0.3207
2014-03-19,YESBANK,EQ,363.7,367.25,371.0,361.3,365.55,365.4,365.86,6280676,229786828780000.03,91026.0,2358415,0.3755
2014-03-20,YESBANK,EQ,365.4,365.9,365.9,360.0,362.3,362.05,362.49,3434231,124487629225000.0,41361.0,939711,0.2736
2014-03-21,YESBANK,EQ,362.05,360.6,366.25,356.6,361.2,360.35,362.69,3206978,116313201850000.0,46265.0,971052,0.3028
2014-03-22,YESBANK,EQ,360.35,362.45,363.1,361.1,362.2,362.0,362.05,243509,8816324620000.0,3626.0,60516,0.24850000000000003
2014-03-24,YESBANK,EQ,362.0,365.0,380.8,364.75,379.5,379.2,374.52,7502771,280997040894999.97,110116.0,2503526,0.3337
2014-03-25,YESBANK,EQ,379.2,380.0,383.9,376.6,379.25,379.55,380.15,3995070,151872096080000.0,53345.0,1055052,0.2641
2014-03-26,YESBANK,EQ,379.55,383.0,403.0,382.2,402.6,401.75,394.48,13023069,513730144420000.0,169730.0,5028814,0.3861
2014-03-27,YESBANK,EQ,401.75,402.5,404.7,387.5,395.05,394.05,398.78,7965311,317640077205000.0,118781.0,2502655,0.31420000000000003
2014-03-28,YESBANK,EQ,394.05,398.9,407.7,398.3,404.5,404.9,403.08,5860488,236225686110000.0,100136.0,1651251,0.2818
2014-03-31,YESBANK,EQ,404.9,408.0,416.75,403.7,415.5,413.95,410.08,6471480,265381968935000.0,108268.0,2355043,0.3639
2014-04-01,YESBANK,EQ,413.95,418.4,419.0,405.2,410.55,410.35,411.78,6919987,284954535135000.0,90557.0,1731219,0.2502
2014-04-02,YESBANK,EQ,410.35,415.0,422.9,409.75,421.2,420.65,415.43,5588678,232172600885000.0,100046.0,2083495,0.3728
2014-04-03,YESBANK,EQ,420.65,421.35,422.0,408.2,411.4,412.1,413.0,4446267,183631530620000.0,60114.0,1562632,0.3514
2014-04-04,YESBANK,EQ,412.1,412.0,425.0,408.2,423.25,423.15,418.16,6027163,252029034430000.03,85135.0,1571564,0.2607
2014-04-07,YESBANK,EQ,423.15,423.0,431.1,419.0,425.55,428.9,426.2,5374900,229078766719999.97,65161.0,1718199,0.3197
2014-04-09,YESBANK,EQ,428.9,429.95,449.95,428.25,448.8,447.3,440.01,6345863,279221854540000.0,105204.0,2325593,0.3665
2014-04-10,YESBANK,EQ,447.3,449.7,455.7,444.1,447.0,446.8,449.95,7697647,346355280695000.0,106774.0,3271441,0.425
2014-04-11,YESBANK,EQ,446.8,439.95,450.55,438.0,442.4,443.2,444.15,4302391,191089703360000.0,62793.0,1012178,0.2353
2014-04-15,YESBANK,EQ,443.2,436.25,445.0,413.35,418.85,419.8,423.9,6546907,277521912575000.0,76458.0,2632050,0.402
2014-04-16,YESBANK,EQ,419.8,416.1,425.0,404.0,408.45,407.55,414.7,7594258,314930208310000.0,89431.0,2829702,0.3726
2014-04-17,YESBANK,EQ,407.55,410.0,418.25,409.1,416.5,417.1,414.56,5032831,208638821560000.0,70326.0,1845469,0.3667
2014-04-21,YESBANK,EQ,417.1,419.0,440.8,418.5,437.05,436.4,432.22,5829300,251953528969999.97,73443.0,1820587,0.3123
2014-04-22,YESBANK,EQ,436.4,439.45,443.5,432.6,435.0,434.35,436.92,5008686,218839930619999.97,69811.0,1556285,0.31070000000000003
2014-04-23,YESBANK,EQ,434.35,438.7,445.7,435.5,441.25,441.35,441.49,10945876,483245192485000.06,110477.0,3867995,0.35340000000000005
2014-04-25,YESBANK,EQ,441.35,443.95,470.0,441.9,468.7,468.4,461.13,12647887,583234400540000.0,171269.0,4046773,0.32
2014-04-28,YESBANK,EQ,468.4,468.5,474.8,456.5,463.4,463.25,464.22,4916393,228226930690000.0,70544.0,1031982,0.20989999999999998
2014-04-29,YESBANK,EQ,463.25,465.0,467.6,447.0,448.6,449.35,454.77,6056684,275440537230000.03,68317.0,2870096,0.4739
2014-04-30,YESBANK,EQ,449.35,450.2,454.5,428.75,442.75,440.75,444.72,7134504,317284316945000.0,96242.0,2378429,0.33340000000000003
2014-05-02,YESBANK,EQ,440.75,444.5,450.5,440.2,444.0,444.0,445.55,3027070,134869713809999.98,43546.0,618337,0.2043
2014-05-05,YESBANK,EQ,444.0,441.05,447.35,435.65,439.0,438.5,440.88,5092227,224506645194999.97,60086.0,1635187,0.3211
2014-05-06,YESBANK,EQ,438.5,442.0,448.9,441.85,446.35,445.85,445.48,3305550,147255612475000.0,53259.0,1071593,0.32420000000000004
2014-05-07,YESBANK,EQ,445.85,445.85,447.8,433.5,434.1,435.45,441.76,3368733,148817685885000.0,52689.0,1310748,0.3891
2014-05-08,YESBANK,EQ,435.45,438.0,444.45,437.0,444.2,443.2,440.54,2818748,124176585565000.02,44139.0,642020,0.2278
2014-05-09,YESBANK,EQ,443.2,439.0,498.5,439.0,484.6,484.55,475.25,16633445,790500149485000.0,208661.0,2989080,0.1797
2014-05-12,YESBANK,EQ,484.55,488.0,502.5,487.1,493.95,493.8,496.27,9863260,489484194955000.0,124911.0,2824248,0.2863
2014-05-13,YESBANK,EQ,493.8,503.0,535.9,499.65,519.9,519.2,521.76,16937980,883752717104999.9,194180.0,4936746,0.2915
2014-05-14,YESBANK,EQ,519.2,523.0,530.9,516.0,521.85,522.3,523.42,5690184,297836485095000.0,78507.0,1152383,0.2025
2014-05-15,YESBANK,EQ,522.3,524.9,534.9,517.55,522.7,523.75,525.33,5092126,267504660540000.0,73285.0,1559802,0.3063
2014-05-16,YESBANK,EQ,523.75,539.8,599.0,531.45,545.6,545.55,559.43,13542671,757615169510000.0,166609.0,4157614,0.307
2014-05-19,YESBANK,EQ,545.55,554.7,571.9,550.1,564.0,565.75,562.94,7295105,410670392505000.0,115835.0,2699391,0.37
2014-05-20,YESBANK,EQ,565.75,572.0,572.8,543.85,546.05,546.3,553.66,4477918,247922434169999.97,83963.0,1562073,0.34880000000000005
2014-05-21,YESBANK,EQ,546.3,549.75,553.65,527.25,535.3,534.9,540.48,5142237,277926651190000.0,78270.0,1749956,0.3403
2014-05-22,YESBANK,EQ,534.9,537.0,561.6,537.0,558.0,557.85,553.31,4744728,262530333875000.0,85022.0,1439775,0.3034
2014-05-23,YESBANK,EQ,557.85,562.8,565.0,551.8,562.75,563.35,558.37,4903450,273792640255000.03,83901.0,1612265,0.32880000000000004
2014-05-26,YESBANK,EQ,563.35,570.0,583.7,544.55,548.0,551.45,570.19,5854123,333795464230000.0,74257.0,1519270,0.2595
2014-05-27,YESBANK,EQ,551.45,545.9,555.95,530.0,545.0,547.3,543.83,5401372,293742374020000.0,82279.0,1598378,0.2959
2014-05-28,YESBANK,EQ,547.3,547.95,566.9,546.5,563.65,562.4,557.45,3654381,203714392920000.0,61544.0,968384,0.265
2014-05-29,YESBANK,EQ,562.4,557.4,562.6,537.0,549.05,548.15,548.5,9206692,504985249060000.06,116122.0,3110470,0.33780000000000004
2014-05-30,YESBANK,EQ,548.15,562.15,576.5,555.4,568.0,569.4,566.66,9148540,518414238525000.0,106573.0,3631818,0.397
2014-06-02,YESBANK,EQ,569.4,572.9,578.55,560.3,576.95,575.65,571.22,4761334,271976089515000.0,61250.0,1388163,0.2915
2014-06-03,YESBANK,EQ,575.65,579.6,587.0,568.0,581.0,580.45,578.04,6227943,360000862820000.0,96796.0,1390821,0.2233
2014-06-04,YESBANK,EQ,580.45,578.1,585.0,575.1,580.6,581.35,581.48,3207610,186514544490000.0,54518.0,1154354,0.35990000000000005
2014-06-05,YESBANK,EQ,581.35,582.5,588.0,569.2,575.6,574.3,579.38,5237527,303449665480000.0,147653.0,2802450,0.5351
2014-06-06,YESBANK,EQ,574.3,578.95,585.45,575.0,578.05,579.95,580.18,3192705,185235354305000.0,76463.0,1130456,0.35409999999999997
2014-06-09,YESBANK,EQ,579.95,585.0,585.0,567.15,569.0,569.55,573.21,7155105,410141087575000.0,95233.0,4368978,0.6106
2014-06-10,YESBANK,EQ,569.55,568.0,571.4,552.1,562.95,567.05,558.5,5828936,325543538735000.0,114012.0,2578623,0.4424
2014-06-11,YESBANK,EQ,567.05,565.9,569.5,547.25,555.8,553.15,556.14,9393433,522407134245000.0,95072.0,4510882,0.4802
2014-06-12,YESBANK,EQ,553.15,557.0,558.8,539.45,545.65,545.0,549.9,4034471,221853725530000.03,79535.0,1587801,0.3936
2014-06-13,YESBANK,EQ,545.0,549.1,552.4,524.1,524.9,528.0,537.48,5558197,298742973120000.0,111881.0,2116586,0.38079999999999997
2014-06-16,YESBANK,EQ,528.0,524.9,540.0,507.5,536.4,537.2,526.86,6167245,324926407115000.0,120539.0,1714241,0.278
2014-06-17,YESBANK,EQ,537.2,531.65,555.55,530.2,554.0,553.55,544.26,5228903,284587648660000.0,99541.0,1746488,0.334
2014-06-18,YESBANK,EQ,553.55,548.5,559.2,538.0,538.0,542.6,550.13,4320504,237684101625000.0,65626.0,1213919,0.281
2014-06-19,YESBANK,EQ,542.6,540.0,548.4,535.3,538.35,538.25,541.82,3605206,195336278065000.0,62681.0,1225833,0.34
2014-06-20,YESBANK,EQ,538.25,537.05,545.9,537.05,544.0,542.7,542.47,2731510,148177084645000.0,64761.0,1233043,0.4514
2014-06-23,YESBANK,EQ,542.7,546.0,552.5,538.0,550.05,550.25,546.2,2216404,121060931350000.0,37890.0,564611,0.2547
2014-06-24,YESBANK,EQ,550.25,553.0,560.4,552.1,557.5,558.6,557.13,2482906,138329949520000.0,40137.0,927921,0.3737
2014-06-25,YESBANK,EQ,558.6,557.0,559.0,540.2,541.7,542.05,548.52,2978125,163356199635000.0,68054.0,1367339,0.45909999999999995
2014-06-26,YESBANK,EQ,542.05,542.0,547.4,533.75,536.0,535.3,539.64,4234057,228485365844999.97,50957.0,2308696,0.5453
2014-06-27,YESBANK,EQ,535.3,531.0,537.7,525.6,532.65,532.9,532.64,2985435,159015270965000.0,60924.0,1058434,0.35450000000000004
2014-06-30,YESBANK,EQ,532.9,532.0,545.5,532.0,542.05,541.05,541.97,3519809,190763412690000.0,58394.0,1900414,0.5399
2014-07-01,YESBANK,EQ,541.05,543.7,558.4,542.2,558.0,556.25,552.33,4021138,222100303144999.97,52437.0,1416960,0.35240000000000005
2014-07-02,YESBANK,EQ,556.25,561.0,570.5,560.25,569.0,568.9,566.54,3761968,213131959075000.0,71810.0,1591017,0.4229
2014-07-03,YESBANK,EQ,568.9,572.0,573.6,559.3,561.05,562.9,567.47,2610634,148146347195000.0,45574.0,1005437,0.3851
2014-07-04,YESBANK,EQ,562.9,559.25,564.9,550.05,557.0,557.3,556.59,2582471,143737267410000.0,35800.0,877926,0.34
2014-07-07,YESBANK,EQ,557.3,558.1,560.85,540.25,542.6,542.2,547.93,2560985,140323363315000.02,60512.0,1057984,0.4131
2014-07-08,YESBANK,EQ,542.2,541.05,547.25,522.5,524.0,525.95,534.85,4516986,241591041005000.03,78709.0,1985103,0.43950000000000006
2014-07-09,YESBANK,EQ,525.95,528.4,534.8,509.7,511.15,513.15,522.12,3965165,207029616900000.0,72181.0,1340411,0.33799999999999997
2014-07-10,YESBANK,EQ,513.15,514.0,546.25,504.0,527.15,528.85,525.63,7009075,368417726935000.0,105157.0,1986237,0.2834
2014-07-11,YESBANK,EQ,528.85,528.85,535.75,508.0,509.75,510.45,521.1,3628670,189088421285000.0,66110.0,1203468,0.33170000000000005
2014-07-14,YESBANK,EQ,510.45,510.0,528.0,502.2,526.85,523.8,517.49,4099496,212145963795000.0,92344.0,1321663,0.3224
2014-07-15,YESBANK,EQ,523.8,527.75,533.45,516.3,532.65,532.7,527.83,3175669,167621637880000.0,59975.0,732374,0.2306
2014-07-16,YESBANK,EQ,532.7,537.55,544.0,529.5,543.0,542.15,537.17,2434600,130780596759999.98,52307.0,521924,0.2144
2014-07-17,YESBANK,EQ,542.15,536.7,551.8,536.45,546.5,547.65,546.75,2724831,148980076360000.0,44642.0,846905,0.31079999999999997
2014-07-18,YESBANK,EQ,547.65,546.0,556.9,537.5,554.65,553.6,550.2,4184667,230238292469999.97,66413.0,1428468,0.34140000000000004
2014-07-21,YESBANK,EQ,553.6,558.0,563.5,553.1,557.8,558.2,558.52,2136385,119320681840000.02,46635.0,435916,0.204
2014-07-22,YESBANK,EQ,558.2,560.2,561.95,541.0,546.9,545.95,548.04,3857049,211382645115000.0,67640.0,1476115,0.38270000000000004
2014-07-23,YESBANK,EQ,545.95,549.75,554.5,527.55,535.4,536.55,539.12,7261195,391462938355000.0,108024.0,2013392,0.2773
2014-07-24,YESBANK,EQ,536.55,538.5,549.8,534.8,546.0,544.9,543.86,4118938,224011021469999.97,77997.0,1312439,0.3186
2014-07-25,YESBANK,EQ,544.9,543.1,551.25,533.45,538.85,539.1,542.02,2646184,143427275155000.0,45705.0,703481,0.2658
2014-07-28,YESBANK,EQ,539.1,540.0,546.0,532.5,536.55,536.65,537.48,1820144,97828472405000.0,39596.0,549071,0.3017
2014-07-30,YESBANK,EQ,536.65,537.0,544.0,531.3,542.7,541.9,536.73,2988166,160382955740000.0,86189.0,1442794,0.4828
2014-07-31,YESBANK,EQ,541.9,537.3,547.5,537.3,540.0,541.1,542.65,3337529,181111130800000.0,57326.0,1941723,0.5818
2014-08-01,YESBANK,EQ,541.1,535.7,548.0,530.15,535.15,536.3,537.69,3983780,214204023580000.0,79868.0,1636877,0.41090000000000004
2014-08-04,YESBANK,EQ,536.3,539.0,544.8,535.0,544.0,542.45,540.05,2268515,122510260790000.02,48239.0,787745,0.3473
2014-08-05,YESBANK,EQ,542.45,544.0,547.0,537.0,543.6,544.7,542.36,2730494,148091410485000.0,40358.0,719117,0.2634
2014-08-06,YESBANK,EQ,544.7,540.0,545.2,536.0,536.0,537.65,539.59,2743415,148031506140000.0,38664.0,1264223,0.4608
2014-08-07,YESBANK,EQ,537.65,535.0,539.8,530.25,531.55,532.2,533.81,2838789,151536621310000.0,59469.0,606665,0.2137
2014-08-08,YESBANK,EQ,532.2,524.0,526.9,516.05,521.0,521.3,521.36,3627572,189128863665000.0,100094.0,1679716,0.46299999999999997
2014-08-11,YESBANK,EQ,521.3,525.0,535.45,523.3,534.6,533.95,528.18,3268306,172625964265000.0,41696.0,1885575,0.5769
2014-08-12,YESBANK,EQ,533.95,536.5,548.0,534.65,544.65,545.45,540.3,2542547,137373469440000.02,53708.0,1073025,0.42200000000000004
2014-08-13,YESBANK,EQ,545.45,543.0,548.0,539.1,543.45,545.2,542.67,3737545,202824371190000.0,76309.0,1736926,0.4647
2014-08-14,YESBANK,EQ,545.2,543.15,546.15,536.4,540.0,540.85,540.93,1860671,100648386125000.0,33204.0,569951,0.3063
2014-08-18,YESBANK,EQ,540.85,537.25,560.0,537.25,558.4,559.4,553.63,3287743,182018856755000.0,67733.0,1251885,0.38079999999999997
2014-08-19,YESBANK,EQ,559.4,563.8,581.75,562.85,577.6,579.25,573.61,5748843,329756869900000.0,98523.0,2446507,0.42560000000000003
2014-08-20,YESBANK,EQ,579.25,581.9,584.65,573.75,582.8,582.65,578.6,2570942,148754817165000.0,38428.0,880388,0.34240000000000004
2014-08-21,YESBANK,EQ,582.65,579.0,589.4,573.15,573.5,574.95,581.67,4041802,235098882925000.0,70538.0,1446150,0.3578
2014-08-22,YESBANK,EQ,574.95,576.5,588.0,576.5,584.0,583.9,583.51,2925811,170725196605000.0,47375.0,1172838,0.40090000000000003
2014-08-25,YESBANK,EQ,583.9,586.0,593.35,573.25,578.2,576.35,585.4,3304658,193454290885000.0,64933.0,1101861,0.33340000000000003
2014-08-26,YESBANK,EQ,576.35,565.0,574.4,556.8,568.0,567.7,565.83,3706056,209700341500000.0,50323.0,1674104,0.45170000000000005
2014-08-27,YESBANK,EQ,567.7,571.5,576.5,566.3,574.5,573.6,571.18,2104306,120194451600000.0,36497.0,692654,0.32920000000000005
2014-08-28,YESBANK,EQ,573.6,577.2,577.7,565.8,569.2,572.05,570.54,2586182,147550770005000.0,51574.0,1163076,0.4497
2014-09-01,YESBANK,EQ,572.05,574.4,597.45,572.65,596.95,596.4,588.96,3448555,203104750915000.0,61409.0,1247271,0.3617
2014-09-02,YESBANK,EQ,596.4,598.0,612.45,597.7,609.95,608.6,607.09,4656264,282674871740000.0,79402.0,1956441,0.4202
2014-09-03,YESBANK,EQ,608.6,611.2,628.4,610.0,628.0,624.35,618.93,7233515,447706260414999.94,86286.0,3421073,0.4729
2014-09-04,YESBANK,EQ,624.35,626.0,626.4,614.1,621.25,619.15,617.93,2544776,157248985785000.0,48391.0,899457,0.35350000000000004
2014-09-05,YESBANK,EQ,619.15,619.0,624.6,606.55,610.65,611.65,613.25,2809689,172304105245000.0,49503.0,1182732,0.42090000000000005
2014-09-08,YESBANK,EQ,611.65,614.95,622.0,609.65,620.35,620.9,615.08,1924738,118387488395000.0,43033.0,723979,0.3761
2014-09-09,YESBANK,EQ,620.9,621.0,628.5,615.0,624.0,625.8,622.39,2276029,141658430660000.0,38808.0,676556,0.2973
2014-09-10,YESBANK,EQ,625.8,620.0,622.9,611.9,622.85,620.45,616.06,2654477,163530896340000.0,62488.0,1076303,0.40549999999999997
2014-09-11,YESBANK,EQ,620.45,623.0,629.25,622.55,625.0,625.5,625.63,2107180,131831878795000.0,55837.0,713551,0.3386
2014-09-12,YESBANK,EQ,625.5,626.2,634.7,623.0,632.1,633.0,627.79,2105826,132202218725000.0,57149.0,834991,0.3965
2014-09-15,YESBANK,EQ,633.0,624.2,624.2,597.9,598.1,600.25,607.15,4277936,259734608344999.97,61705.0,1523813,0.35619999999999996
2014-09-16,YESBANK,EQ,600.25,589.75,596.8,574.1,576.4,576.0,585.59,4127014,241671803230000.03,58674.0,730062,0.17690000000000003
2014-09-17,YESBANK,EQ,576.0,580.0,593.0,571.3,588.5,587.0,585.07,4474666,261797303730000.03,50723.0,1435573,0.3208
2014-09-18,YESBANK,EQ,587.0,581.25,598.0,576.95,594.0,594.8,590.31,2868279,169317107900000.0,41306.0,372227,0.1298
2014-09-19,YESBANK,EQ,594.8,596.0,598.7,580.6,581.5,582.4,587.9,1936947,113873704500000.0,26362.0,629928,0.32520000000000004
2014-09-22,YESBANK,EQ,582.4,584.9,594.0,583.0,591.9,592.2,590.87,1561949,92291400620000.0,27199.0,371462,0.2378
2014-09-23,YESBANK,EQ,592.2,592.0,597.15,580.5,582.85,583.05,587.15,1312543,77066591000000.0,22886.0,259596,0.1978
2014-09-24,YESBANK,EQ,583.05,577.2,582.4,562.6,565.5,568.45,572.05,1778196,101721436455000.0,29769.0,491523,0.27640000000000003
2014-09-25,YESBANK,EQ,568.45,565.0,567.9,541.7,545.0,543.9,554.92,2402358,133311800495000.0,38330.0,444023,0.18480000000000002
2014-09-26,YESBANK,EQ,543.9,538.5,577.75,535.95,573.9,573.55,557.64,2649906,147768379160000.0,41194.0,544475,0.20550000000000002
2014-09-29,YESBANK,EQ,573.55,574.0,575.8,561.55,567.6,568.45,568.92,1466587,83437574550000.0,22199.0,193519,0.132
2014-09-30,YESBANK,EQ,568.45,563.5,572.0,553.85,557.0,558.85,563.3,1902053,107143485540000.0,33350.0,422925,0.2224
2014-10-01,YESBANK,EQ,558.85,561.9,563.6,552.55,556.55,557.45,557.79,1061876,59230577025000.0,17076.0,144332,0.1359
2014-10-07,YESBANK,EQ,557.45,552.5,564.8,545.95,551.3,551.1,557.04,1264436,70434753875000.0,20658.0,190079,0.1503
2014-10-08,YESBANK,EQ,551.1,545.6,557.95,545.1,555.9,553.95,552.44,1345461,74328010105000.0,24593.0,248374,0.18460000000000001
2014-10-09,YESBANK,EQ,553.95,557.2,580.65,557.2,577.0,578.45,572.46,1952339,111764435220000.0,35976.0,493414,0.2527
2014-10-10,YESBANK,EQ,578.45,572.0,577.7,561.25,576.0,573.05,570.7,1654859,94443047660000.0,30431.0,307805,0.18600000000000003
2014-10-13,YESBANK,EQ,573.05,567.35,588.7,566.0,583.35,585.45,579.52,1819407,105437853115000.0,31517.0,246037,0.1352
2014-10-14,YESBANK,EQ,585.45,587.0,596.9,583.45,584.1,587.3,591.08,1763934,104263322355000.0,29709.0,254691,0.1444
2014-10-16,YESBANK,EQ,587.3,581.4,600.75,578.65,587.0,588.6,592.12,2671323,158173811925000.0,44105.0,776451,0.2907
2014-10-17,YESBANK,EQ,588.6,585.1,600.0,585.1,600.0,598.3,595.25,1816606,108134279609999.98,25957.0,370402,0.2039
2014-10-20,YESBANK,EQ,598.3,614.0,618.0,606.15,614.0,613.85,613.65,1805844,110815443515000.02,35794.0,620187,0.34340000000000004
2014-10-21,YESBANK,EQ,613.85,615.0,625.0,612.15,624.2,623.65,620.99,1725051,107124043430000.0,26815.0,413617,0.2398
2014-10-22,YESBANK,EQ,623.65,629.0,631.0,615.65,621.3,621.2,622.03,1222434,76038990760000.0,19788.0,372182,0.3045
2014-10-23,YESBANK,EQ,621.2,624.7,625.85,619.35,619.35,620.95,622.01,127383,7923380465000.001,3390.0,43631,0.3425
2014-10-27,YESBANK,EQ,620.95,622.0,645.8,619.0,644.35,643.95,637.93,2535902,161773418290000.0,37454.0,460420,0.1816
2014-10-28,YESBANK,EQ,643.95,644.0,646.85,632.7,641.9,641.3,639.22,1353880,86542769600000.0,23604.0,188731,0.1394
2014-10-29,YESBANK,EQ,641.3,643.3,645.0,635.25,637.85,638.3,639.32,1414846,90453699050000.0,22296.0,332718,0.2352
2014-10-30,YESBANK,EQ,638.3,640.95,664.7,636.0,662.8,662.6,653.19,6291797,410973031735000.0,85645.0,743638,0.1182
2014-10-31,YESBANK,EQ,662.6,668.0,689.2,666.0,682.75,684.5,674.65,3114159,210095652175000.0,46415.0,493486,0.1585
2014-11-03,YESBANK,EQ,684.5,685.4,685.45,675.5,678.0,678.35,678.68,1855891,125956051270000.0,25315.0,557840,0.3006
2014-11-05,YESBANK,EQ,678.35,680.9,689.0,667.15,670.2,669.85,677.09,1995959,135144845634999.98,30911.0,379989,0.19039999999999999
2014-11-07,YESBANK,EQ,669.85,674.9,680.9,665.05,677.4,676.15,674.46,1878485,126695630734999.98,32946.0,350844,0.1868
2014-11-10,YESBANK,EQ,676.15,678.0,681.55,668.2,675.3,674.65,675.17,1261109,85146142565000.0,22200.0,233627,0.18530000000000002
2014-11-11,YESBANK,EQ,674.65,675.0,679.0,669.25,678.55,676.6,674.92,1024816,69166799690000.0,16740.0,181266,0.17690000000000003
2014-11-12,YESBANK,EQ,676.6,679.0,704.7,678.1,698.9,700.65,693.32,3454820,239530033060000.0,48030.0,533087,0.1543
2014-11-13,YESBANK,EQ,700.65,705.0,712.4,690.1,691.35,693.45,701.12,3023065,211953319070000.0,44690.0,659898,0.2183
2014-11-14,YESBANK,EQ,693.45,693.9,700.3,687.6,688.5,689.45,693.61,1670621,115876726415000.02,26972.0,406540,0.2433
2014-11-17,YESBANK,EQ,689.45,689.0,697.0,685.5,687.3,689.55,690.69,1316034,90896763295000.0,20183.0,253192,0.1924
2014-11-18,YESBANK,EQ,689.55,689.9,699.4,684.0,693.5,693.55,693.14,1580312,109538411684999.98,25768.0,222976,0.1411
2014-11-19,YESBANK,EQ,693.55,693.0,696.5,677.8,678.5,681.05,686.45,1146528,78703367345000.0,19585.0,206931,0.18050000000000002
2014-11-20,YESBANK,EQ,681.05,682.1,683.55,670.0,676.0,675.45,674.88,1328010,89624076105000.0,22042.0,314693,0.237
2014-11-21,YESBANK,EQ,675.45,692.0,705.5,688.0,701.0,703.0,698.74,4923702,344039717240000.0,92438.0,2023945,0.4111
2014-11-24,YESBANK,EQ,703.0,707.5,707.6,694.0,697.85,698.65,700.3,2196524,153821780625000.0,47676.0,812039,0.3697
2014-11-25,YESBANK,EQ,698.65,700.95,701.0,674.9,675.5,678.3,682.12,2263398,154391327515000.0,44654.0,831604,0.3674
2014-11-26,YESBANK,EQ,678.3,671.65,689.0,671.1,680.2,683.55,681.01,2541610,173085623825000.0,71444.0,993786,0.391
2014-11-27,YESBANK,EQ,683.55,682.0,695.0,676.05,694.6,693.25,686.87,2341232,160812407620000.0,31341.0,797481,0.3406
2014-11-28,YESBANK,EQ,693.25,695.2,719.9,695.2,709.6,709.95,712.85,3325780,237079760894999.97,51046.0,1325589,0.3986
2014-12-01,YESBANK,EQ,709.95,710.3,719.5,710.0,714.2,714.65,715.01,2673652,191168693340000.0,84446.0,1355797,0.5071
2014-12-02,YESBANK,EQ,714.65,709.05,719.8,698.9,718.15,717.9,710.36,3126555,222097684319999.97,71661.0,1143496,0.3657
